X,Y,Number,Name,Latitude,Longitude,District,Public_,Total_docks,ObjectId,geometry,element_station2,id_station2,landuse,element_amenity,id_amenity,amenity
-7912510.95651433,5206645.7630901,C32037,Four Corners - 157 Washington St,42.30412793,-71.07929528,Boston,Yes,11,170,POINT (-71.07929528 42.30412793),,,,,,
-7912390.13033903,5206508.40560773,C32111,Four Corners/Geneva T Stop,42.30321535,-71.07820988,Boston,Yes,15,171,POINT (-71.07820988 42.30321535),,,,,,
-7913950.28636083,5207498.94036493,C32027,Franklin Park - Seaver St at Humboldt Ave,42.309796,-71.092225,Boston,Yes,15,172,POINT (-71.092225 42.309796),,,,,,
-7913184.63090316,5206546.58367769,C32030,Franklin Park Zoo - Franklin Park Rd at Blue Hill Ave,42.303469,-71.085347,Boston,Yes,14,173,POINT (-71.085347 42.303469),,,,,,
-7919655.84997598,5218476.28353861,M32051,Fresh Pond Reservation,42.38267828,-71.14347895,Cambridge,Yes,17,174,POINT (-71.14347895 42.38267828),,,,,,
-7913540.27441234,5216026.45991621,M32078,Galileo Galilei Way at Fulkerson St/Binney St,42.3664204,-71.0885418,Cambridge,Yes,19,175,POINT (-71.0885418 42.3664204),,,commercial,,,bicycle_rental
-7913673.69972762,5215511.70611235,M32072,Galileo Galilei Way at Main Street,42.36300378,-71.08974038,Cambridge,Yes,19,176,POINT (-71.08974038 42.36300378),,,commercial,,,bicycle_rental
-7909769.34669923,5203462.53207103,C32040,Gallivan Blvd at Adams St,42.28297568,-71.05466698,Boston,Yes,15,177,POINT (-71.05466698 42.28297568),,,,,,
-7908734.18675434,5208864.1488914,C32090,Geiger Gibson Community Health Center,42.31886468,-71.04536798,Boston,Yes,19,178,POINT (-71.04536798 42.31886468),,,,,,
-7914219.61273686,5219087.74587631,S32046,Gilman Square T at Medford St,42.3867355,-71.0946444,Somerville,Yes,19,179,POINT (-71.0946444 42.3867355),,,,,,
-7908670.57657091,5223238.94953377,V32006,Glendale Square (Ferry St at Broadway),42.41427294,-71.04479656,Everett,Yes,15,180,POINT (-71.04479656 42.41427294),,,,,,
-7893723.86884217,5239329.49228603,T32014,Goodhue St at Grove St,42.520897,-70.910528,Salem,Yes,11,181,POINT (-70.910528 42.520897),,,,,,
-7913295.43164512,5217029.85696181,M32081,Gore Street at Lambert Street,42.3730798,-71.08634234,Cambridge,Yes,19,182,POINT (-71.08634234 42.3730798),way,37061802.0,retail,,,parking
-7907645.1949301,5216652.81797773,A32049,Gove St at Orleans St,42.37057753,-71.0355854,Boston,Yes,19,183,POINT (-71.0355854 42.37057753),,,,,,
-7910340.27987722,5215032.87108579,B32032,Government Center - Cambridge St at Court St,42.3598254,-71.05979576,Boston,Yes,35,184,POINT (-71.05979576 42.3598254),,,,,,
-7917542.93479625,5218516.37411783,M32068,Graham and Parks School ? Linnaean St at Walker St,42.3829443,-71.12449831,Cambridge,Yes,18,185,POINT (-71.12449831 42.3829443),,,grass,,,school
-7908459.45247746,5222316.6779425,V32015,Gramsdorf Playground,42.408156,-71.0429,Everett,Yes,14,186,POINT (-71.0429 42.408156),,,,,,
-7915632.99178367,5207616.80624119,E32005,Green Street T Stop - Green St at Amory St,42.310579,-71.107341,Boston,Yes,23,187,POINT (-71.107341 42.310579),,,,,,
-7912695.38174112,5207215.044669,B32028,Grove Hall Library - 41 Geneva Ave,42.30791,-71.080952,Boston,Yes,15,188,POINT (-71.080952 42.30791),,,,,,
-7917054.77099925,5220542.45057753,S32019,Grove St at Community Path,42.39638681,-71.12011306,Somerville,Yes,15,189,POINT (-71.12011306 42.39638681),,,,,,
-7913841.23890085,5224604.88470821,F32005,Haines Square,42.42333137,-71.09124541,Medford,Yes,11,190,POINT (-71.09124541 42.42333137),,,,,,
-7909563.55258299,5223397.89786449,V32012,Hale Park,42.4153271,-71.0528183,Everett,Yes,11,191,POINT (-71.0528183 42.4153271),,,,,,
-7910385.21065009,5207502.44019262,C32113,Hancock St at Pleasant St,42.30981925,-71.06019938,,Yes,19,192,POINT (-71.06019938 42.30981925),,,,,,
-7912759.57523868,5222718.08135626,F32004,Harris Park,42.41081837,-71.08152866,Medford,Yes,11,193,POINT (-71.08152866 42.41081837),,,,,,
-7910596.74217289,5213466.34626126,D32043,Harrison Ave at Bennet St,42.3494261,-71.0620996,Boston,Yes,17,194,POINT (-71.0620996 42.3494261),,,,,,
-7911448.38080525,5211925.2609608,C32093,Harrison Ave at E. Dedham St,42.339194,-71.06975,Boston,Yes,19,195,POINT (-71.06975 42.339194),,,,,,
-7910790.51712371,5212832.16368057,C32057,Harrison Ave at Mullins Way,42.34521562,-71.06384031,Boston,Yes,19,196,POINT (-71.06384031 42.34521562),,,,,,
-7918180.7286868,5213482.02182465,D32035,Harvard Ave at Brainerd Rd,42.34953017,-71.13022771,Boston,Yes,15,197,POINT (-71.13022771 42.34953017),,,,,,
-7917251.54489715,5216899.81948007,M32016,Harvard Kennedy School at Bennett St / Eliot St,42.3722168,-71.12188071,Cambridge,Yes,23,198,POINT (-71.12188071 42.3722168),,,grass,,,university
-7917036.06264562,5217923.62293289,M32020,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,Cambridge,Yes,19,199,POINT (-71.119945 42.379011),,,,,,university
-7917151.94734873,5217067.37679912,M32017,Harvard Square at Brattle St / Eliot St,42.3733288,-71.12098601,Cambridge,Yes,15,200,POINT (-71.12098601 42.3733288),,,commercial,,,bicycle_rental
-7916884.0002212,5217058.21531508,M32018,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,Cambridge,Yes,19,201,POINT (-71.118579 42.373268),,,construction,,,bicycle_rental
-7917588.04701989,5212702.05432153,K32017,Harvard St and Stedman St,42.34435176,-71.12490356,Brookline,Yes,15,202,POINT (-71.12490356 42.34435176),,,,,,
-7914283.93536503,5215962.26595453,M32055,Harvard St at Greene-Rose Heritage Park,42.36599433,-71.09522222,Cambridge,Yes,19,203,POINT (-71.09522222 42.36599433),,,residential,,,bench
-7917509.72707895,5216267.31733604,A32052,Harvard Stadium: N. Harvard St at Soldiers Field Rd,42.368019,-71.1242,Boston,Yes,15,204,POINT (-71.1242 42.368019),,,,relation,2415825.0,university
-7916693.19861398,5217762.98234882,M32023,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,Cambridge,Yes,17,205,POINT (-71.116865 42.377945),,,grass,relation,2415825.0,university
-7916377.05126013,5217525.49244756,M32021,Harvard University Gund Hall at Quincy St / Kirkland St,42.376369,-71.114025,Cambridge,Yes,15,206,POINT (-71.114025 42.376369),,,religious,relation,2415825.0,university
-7916377.05126013,5217525.49244756,M32021,Harvard University Gund Hall at Quincy St / Kirkland St,42.376369,-71.114025,Cambridge,Yes,15,206,POINT (-71.114025 42.376369),,,religious,node,3061427038.0,bicycle_rental
-7916398.09064389,5216056.68352487,M32014,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,Cambridge,Yes,15,207,POINT (-71.114214 42.366621),,,grass,node,3061426234.0,bicycle_rental
-7916398.09064389,5216056.68352487,M32014,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,Cambridge,Yes,15,207,POINT (-71.114214 42.366621),,,grass,relation,2415825.0,university
-7917610.6938571,5218115.91299653,M32024,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,Cambridge,Yes,19,208,POINT (-71.125107 42.380287),,,grass,node,3061426235.0,bicycle_rental
-7916693.79306006,5216451.14662743,M32038,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36923907,-71.11687034,Cambridge,Yes,21,209,POINT (-71.11687034 42.36923907),,,grass,,,university
-7891475.78285755,5239552.18498047,T32008,Hawthorne Boulevard,42.5223714,-70.8903331,Salem,Yes,9,210,POINT (-70.8903331 42.5223714),,,,,,
-7917192.72367821,5209734.44351534,K32010,High St at Cypress St,42.32464511,-71.12135231,Brookline,Yes,15,211,POINT (-71.12135231 42.32464511),,,,,,
-7915134.29938922,5211657.71984806,B32003,HMS/HSPH - Avenue Louis Pasteur at Longwood Ave,42.33741748,-71.10286117,Boston,Yes,25,212,POINT (-71.10286117 42.33741748),,,,,,
-7905231.18724445,5222204.2071697,R32006,Revere City Hall,42.40741,-71.0139,Revere,Yes,11,213,POINT (-71.0139 42.40741),,,,,,
-7904679.2652091,5222306.42585955,R32007,Revere Public Library,42.408088,-71.008942,Revere,Yes,11,214,POINT (-71.008942 42.408088),,,,,,
-7918048.73605337,5219996.67364456,M32036,Rindge Avenue - O'Neill Library,42.392766,-71.129042,Cambridge,Yes,19,215,POINT (-71.129042 42.392766),,,,relation,12571695.0,school
-7918048.73605337,5219996.67364456,M32036,Rindge Avenue - O'Neill Library,42.392766,-71.129042,Cambridge,Yes,19,215,POINT (-71.129042 42.392766),,,,node,3061428705.0,bicycle_rental
-7915934.20006185,5211536.12616651,A32056,Riverway at Brookline Ave,42.33661006,-71.1100468,Boston,Yes,25,216,POINT (-71.1100468 42.33661006),,,,,,
-7912204.90917788,5216030.42845433,M32035,Rogers St & Land Blvd,42.36644674,-71.07654601,Cambridge,Yes,19,217,POINT (-71.07654601 42.36644674),,,grass,,,bicycle_rental
-7917905.35654923,5204078.9094055,C32047,Roslindale Village - South St,42.287072,-71.127754,Boston,Yes,15,218,POINT (-71.127754 42.287072),,,,,,
-7917955.59726181,5203963.82012891,C32046,Roslindale Village - Washington St,42.28630716,-71.12820532,Boston,Yes,15,219,POINT (-71.12820532 42.28630716),,,,,,
-7916435.75002762,5200692.99413241,E32014,Ross Playground,42.2645666,-71.1145523,Boston,Yes,19,220,POINT (-71.1145523 42.2645666),,,,,,
-7909327.63318615,5214628.77617717,D32008,Rowes Wharf at Atlantic Ave,42.357143,-71.050699,Boston,Yes,15,221,POINT (-71.050699 42.357143),,,,,,
-7914278.23358071,5210719.027364,C32001,Roxbury Crossing T Stop - Columbus Ave at Tremont St,42.331184,-71.095171,Boston,Yes,23,222,POINT (-71.095171 42.331184),,,,,,
-7912859.99877772,5208714.89443111,B32022,Roxbury YMCA - Warren St at MLK Blvd,42.31787329,-71.08243078,Boston,Yes,10,223,POINT (-71.08243078 42.31787329),,,,,,
-7913478.36185115,5211481.06752133,B32002,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,42.33624445,-71.08798563,Boston,Yes,26,224,POINT (-71.08798563 42.33624445),,,,,,
-7916028.25389962,5210179.94182024,E32007,S Huntington Ave at Heath St,42.32760387,-71.1108917,Boston,Yes,15,225,POINT (-71.1108917 42.32760387),,,,,,
-7892200.12765219,5239797.26780861,T32012,Salem MBTA - Lower Level,42.523994,-70.89684,Salem,Yes,11,226,POINT (-70.89684 42.523994),,,,,,
-7892118.99021493,5239715.46054933,T32005,Salem MBTA - Washington at Federal St,42.52345239,-70.89611113,Salem,Yes,13,227,POINT (-70.89611113 42.52345239),,,,,,
-7891970.89410397,5236449.18720475,T32007,Salem State University - Bike Path at Loring Ave,42.50182399,-70.89478076,Salem,Yes,15,228,POINT (-70.89478076 42.50182399),,,,,,
-7909683.96687618,5207619.96741515,C32033,Savin Hill T Stop - S Sydney St at Bay St,42.3106,-71.0539,Boston,Yes,14,229,POINT (-71.0539 42.3106),,,,,,
-7909046.50360452,5214031.50686318,C32036,Seaport Blvd at Sleeper St,42.35317809,-71.04817357,Boston,Yes,15,230,POINT (-71.04817357 42.35317809),,,,,,
-7908323.35772079,5213373.58577619,B32014,Seaport Hotel - Congress St at Seaport Ln,42.34881026,-71.04167744,Boston,Yes,19,231,POINT (-71.04167744 42.34881026),,,,,,
-7908622.07355558,5213776.01085077,B32007,Seaport Square - Seaport Blvd at Northern Ave,42.35148193,-71.04436085,Boston,Yes,23,232,POINT (-71.04436085 42.35148193),,,,,,
-7914738.07881245,5216355.64631724,M32063,Sennott Park Broadway at Norfolk Street,42.36860524,-71.09930186,Cambridge,Yes,19,233,POINT (-71.09930186 42.36860524),,,grass,,,bicycle_rental
-7912631.88176399,5211421.08331318,D32059,Shawmut Ave at Lenox St,42.33584613,-71.08038157,Boston,Yes,19,234,POINT (-71.08038157 42.33584613),,,,,,
-7910985.49766461,5213333.6962153,D32048,Shawmut Ave at Oak St W,42.34854543,-71.06559185,Boston,Yes,15,235,POINT (-71.06559185 42.34854543),,,,,,
-7911003.10284208,5204958.48175566,E32009,Shawmut T Stop,42.292917,-71.06575,Boston,Yes,19,236,POINT (-71.06575 42.292917),,,,,,
-7891385.67306933,5238947.50740825,T32003,Shetland Park - Congress at Peabody St,42.51836788,-70.88952363,Salem,Yes,11,237,POINT (-70.88952363 42.51836788),,,,,,
-7915253.73184451,5214720.68275251,M32047,Sidney Research Campus/Erie Street at Waverly,42.35775309,-71.10393405,Cambridge,Yes,19,238,POINT (-71.10393405 42.35775309),,,commercial,,,post_box
-7914879.90652289,5213476.87495909,D32032,Silber Way,42.349496,-71.10057592,Boston,Yes,19,239,POINT (-71.10057592 42.349496),,,,,,university
-7920446.70482678,5219941.12865173,M32069,Smith Pl at Wilson Rd,42.39239749,-71.15058332,Cambridge,Yes,19,240,POINT (-71.15058332 42.39239749),,,industrial,,,parking
-7916850.23701964,5215701.48538122,A32006,Soldiers Field Park - 111 Western Ave,42.36426344,-71.1182757,Boston,Yes,15,241,POINT (-71.1182757 42.36426344),,,,,,university
-7914606.51475906,5219104.09841938,S32001,Somerville City Hall,42.386844,-71.09812,Somerville,Yes,19,242,POINT (-71.09812 42.386844),,,,,,
-7914532.34926151,5219865.85983597,S32036,Somerville City Hall Annex,42.39189812,-71.09745376,Somerville,Yes,19,243,POINT (-71.09745376 42.39189812),,,,,,
-7914371.63063349,5219037.18127909,S32048,Somerville High School & Central Library,42.3864,-71.09601,Somerville,Yes,17,244,POINT (-71.09601 42.3864),,,,,,
-7915769.38265017,5219647.02191036,S32020,Somerville Hospital,42.39044622,-71.10856622,Somerville,Yes,15,245,POINT (-71.10856622 42.39044622),,,,,,
-7907999.70298048,5211405.2515333,C32017,South Boston Library - 646 E Broadway,42.335741,-71.03877,Boston,Yes,15,246,POINT (-71.03877 42.335741),,,,,,
-7912238.41523142,5212247.25041428,A32009,South End Library - Tremont St at W Newton St,42.341332,-71.076847,Boston,Yes,15,247,POINT (-71.076847 42.341332),,,,,,
-7909867.31007752,5213880.40855399,A32010,South Station - 700 Atlantic Ave,42.352175,-71.055547,Boston,Yes,47,248,POINT (-71.055547 42.352175),,,,,,
-7909130.37504847,5217822.20506105,D32023,Spaulding Rehabilitation Hospital - Charlestown Navy Yard,42.378338,-71.048927,Boston,Yes,19,249,POINT (-71.048927 42.378338),,,,,,
-7921875.08528817,5202636.32260437,C32087,Spring St at Powell St,42.27748444,-71.16341468,Boston,Yes,19,250,POINT (-71.16341468 42.27748444),,,,,,
-7915626.95938046,5212979.98740855,K32007,St Mary's,42.34619708,-71.10728681,Brookline,Yes,15,251,POINT (-71.10728681 42.34619708),,,,,,
-7914954.55292064,5211036.54103692,B32063,St. Alphonsus St at Tremont St,42.33329255,-71.10124648,Boston,Yes,18,252,POINT (-71.10124648 42.33329255),,,,,,
-7909540.14209408,5212669.70874905,C32024,State Street at Channel Center,42.344137,-71.052608,Boston,Yes,19,253,POINT (-71.052608 42.344137),,,,,,
-7915302.70685448,5208578.30334551,D32041,Stony Brook T Stop,42.316966,-71.104374,Boston,Yes,19,254,POINT (-71.104374 42.316966),,,,,,
-7911745.6862221,5213484.10949173,D32049,Stuart St at Berkeley St,42.34954403,-71.07242074,Boston,Yes,19,255,POINT (-71.07242074 42.34954403),,,,,,
-7911063.10404762,5213725.40985323,D32011,Stuart St at Charles St,42.351146,-71.066289,Boston,Yes,18,256,POINT (-71.066289 42.351146),,,,,,
-7912049.34464228,5218743.63463936,D32053,Sullivan Square,42.38445226,-71.07514855,Boston,Yes,19,257,POINT (-71.07514855 42.38445226),,,,,,
-7903466.60410975,5222343.97567521,R32001,Sumner St at Shirley Ave,42.40833706,-70.99804848,Revere,Yes,11,258,POINT (-70.99804848 42.40833706),,,,,,
-7909490.60492067,5214781.22868693,A32013,Surface Rd at India St,42.358155,-71.052163,Boston,Yes,19,259,POINT (-71.052163 42.358155),,,,,,
-7909980.52311285,5213996.50107969,A32042,Surface Rd at Summer St,42.3529457,-71.05656401,Boston,Yes,27,260,POINT (-71.05656401 42.3529457),,,,,,
-7910187.38144342,5222972.30815936,V32007,Swan St. Park,42.41250451,-71.05842225,Everett,Yes,15,261,POINT (-71.05842225 42.41250451),,,,,,
-7909645.45923793,5209094.35455789,C32064,Sydney St at Carson St,42.32039374,-71.05355408,Boston,Yes,19,262,POINT (-71.05355408 42.32039374),,,,,,
-7913380.99848492,5205209.24630657,C32043,Talbot Ave At Blue Hill Ave,42.2945833,-71.087111,Boston,Yes,15,263,POINT (-71.087111 42.2945833),,,,,,
-7912363.65522453,5204858.32828117,C32110,Talbot Ave T Station,42.29225148,-71.07797205,Boston,Yes,19,264,POINT (-71.07797205 42.29225148),,,,,,
-7917808.46517764,5210747.06113941,K32008,Tappan St at Brookline Hills MBTA,42.33137017,-71.12688361,Brookline,Yes,15,265,POINT (-71.12688361 42.33137017),,,,,,
-7917699.85297686,5221219.69270967,S32011,Teele Square,42.4008795,-71.12590793,Somerville,Yes,15,266,POINT (-71.12590793 42.4008795),,,,,,
-7914414.96063208,5208931.10708011,E32011,The Dimock Center,42.31930943,-71.09639924,Boston,Yes,16,267,POINT (-71.09639924 42.31930943),,,,,,
-7908604.27913498,5216677.90100739,A32033,The Eddy - New St at Sumner St,42.370744,-71.044201,Boston,Yes,15,268,POINT (-71.044201 42.370744),,,,,,
-7908584.57558511,5212768.36037951,C32028,The Lawn on D,42.344792,-71.044024,Boston,Yes,19,269,POINT (-71.044024 42.344792),,,,,,
-7919880.62517859,5213069.30390479,D32054,The Overlook at St. Gabriel's,42.34679008,-71.14549814,Boston,Yes,18,270,POINT (-71.14549814 42.34679008),,,,,,
-7912897.91864906,5215879.48053839,M32048,Third at Binney,42.36544486,-71.08277142,Cambridge,Yes,15,271,POINT (-71.08277142 42.36544486),,,grass,,,bicycle_rental
-7919777.2639182,5221112.44328174,L32005,Thorndike Field at Minuteman Bikeway,42.40016805,-71.14456963,Arlington,Yes,11,272,POINT (-71.14456963 42.40016805),,,,,,
-7911433.46399349,5212858.72918725,C32000,Tremont St at E Berkeley St,42.345392,-71.069616,Boston,Yes,19,273,POINT (-71.069616 42.345392),,,,,,
-7910548.52524865,5214559.5331183,B32056,Tremont St at Hamilton Pl,42.35668335,-71.06166646,Boston,Yes,18,274,POINT (-71.06166646 42.35668335),,,,,,
-7912777.59118507,5211810.47391603,C32056,Tremont St at Northampton St,42.3384318,-71.0816905,Boston,Yes,19,275,POINT (-71.0816905 42.3384318),,,,,,
-7911945.36555871,5212430.56037671,C32060,Tremont St at W. Dedham St,42.34254914,-71.07421449,Boston,Yes,15,276,POINT (-71.07421449 42.34254914),,,,,,
-7910735.7134252,5214302.7891272,D32014,Tremont St at West St,42.354979,-71.063348,Boston,Yes,15,277,POINT (-71.063348 42.354979),,,,,,
-7910321.15964148,5214957.03418451,A32058,Tremont St. at Court St.,42.359322,-71.059624,,Yes,19,278,POINT (-71.059624 42.359322),,,,,,
-7910614.15254125,5212611.27132139,C32035,Troy Boston,42.343749,-71.062256,Boston,Yes,5,279,POINT (-71.062256 42.343749),,,,,,
-7915687.76097313,5220852.55180967,S32042,Trum Field @ Cedar St (Temp Winter Station),42.398444,-71.107833,Somerville,Yes,19,280,POINT (-71.107833 42.398444),,,,,,
-7915497.96124133,5221342.93042923,F32003,Tufts Sq - Main St at Medford St,42.401697,-71.106128,Medford,Yes,11,281,POINT (-71.106128 42.401697),,,,,,
-7918969.45956172,5214054.99224794,A32001,Union Square - Brighton Ave at Cambridge St,42.353334,-71.137313,Boston,Yes,19,282,POINT (-71.137313 42.353334),,,,,,
-7914304.25562488,5218019.60170897,S32002,Union Square - Somerville,42.3796479,-71.09540476,Somerville,Yes,19,283,POINT (-71.09540476 42.3796479),,,,,,
-7913713.50980392,5218084.41694264,S32041,Union Square East,42.380078,-71.090098,Somerville,Yes,19,284,POINT (-71.090098 42.380078),,,,,,
-7907745.43367878,5207859.19306701,C32014,University of Massachusetts Boston - Campus Center,42.31218918,-71.03648586,Boston,Yes,19,285,POINT (-71.03648586 42.31218918),,,,,,
-7914822.57921152,5215458.07366131,M32040,University Park,42.36264779,-71.10006094,Cambridge,Yes,19,286,POINT (-71.10006094 42.36264779),,,grass,,,bicycle_rental
-7910290.5501211,5215773.13231582,A32053,Valenti Way at Haverhill St,42.36473899,-71.05934903,Boston,Yes,24,287,POINT (-71.05934903 42.36473899),,,,,,
-7919018.85313298,5218881.59322171,M32057,Vassal Lane at Tobin/VLUS,42.38536765,-71.13775671,Cambridge,Yes,19,288,POINT (-71.13775671 42.38536765),way,318027696.0,construction,,,parking
-7916268.91105399,5216943.79545514,M32050,Verizon Innovation Hub 10 Ware Street,42.37250865,-71.11305356,Cambridge,Yes,19,289,POINT (-71.11305356 42.37250865),,,commercial,,,bicycle_rental
-7892737.50356968,5234103.65081531,T32017,Vinnin Square,42.48628785,-70.90166733,Salem,Yes,11,290,POINT (-70.90166733 42.48628785),,,,,,
-7909410.4771512,5211912.38462239,C32029,W Broadway at D St,42.3391085,-71.0514432,Boston,Yes,20,291,POINT (-71.0514432 42.3391085),,,,,,
-7908830.0350623,5211438.0776959,C32016,W Broadway at Dorchester St,42.33595898,-71.046229,Boston,Yes,17,292,POINT (-71.046229 42.33595898),,,,,,
-7914389.3359985,5207894.54047211,C32102,Walnut Ave at School St,42.31242399,-71.09616905,Boston,Yes,19,293,POINT (-71.09616905 42.31242399),,,,,,
-7910395.52106133,5216844.24896675,D32021,Warren St at Chelsea St,42.371848,-71.060292,Boston,Yes,23,294,POINT (-71.060292 42.371848),,,,,,
-7918624.22553812,5212025.30091766,K32011,Washington Sq,42.33985827,-71.13421171,Brookline,Yes,15,295,POINT (-71.13421171 42.33985827),,,,,,
-7913379.52795444,5218228.98620075,S32043,Washington St @ New Washington St (Temp Winter Station),42.38103732,-71.08709779,Somerville,Yes,15,296,POINT (-71.08709779 42.38103732),,,,,,
-7921530.22752444,5213395.06321801,D32029,Washington St at Brock St,42.34895285,-71.16031677,Boston,Yes,15,297,POINT (-71.16031677 42.34895285),,,,,,
-7925885.07940013,5214138.78151372,N32001,Washington St at Crafts St,42.35389024,-71.19943707,Newton,Yes,11,298,POINT (-71.19943707 42.35389024),,,,,,
-7912482.29285865,5211308.57027559,C32005,Washington St at Lenox St,42.33509899,-71.07903779,Boston,Yes,15,299,POINT (-71.07903779 42.33509899),,,,,,
-7912722.76633586,5210964.92993577,B32026,Washington St at Melnea Cass Blvd,42.332817,-71.081198,Boston,Yes,19,300,POINT (-71.081198 42.332817),,,,,,
-7911926.03381594,5211822.94349877,C32006,Washington St at Rutland St,42.3385146,-71.07404083,Boston,Yes,27,301,POINT (-71.07404083 42.3385146),,,,,,
-7911677.25367832,5204569.62396511,C32038,Washington St at Talbot Ave,42.290333,-71.071806,Boston,Yes,17,302,POINT (-71.071806 42.290333),,,,,,
-7926799.30630299,5213772.42435137,N32014,Washington St at Walnut St,42.35145812,-71.20764971,Newton,Yes,11,303,POINT (-71.20764971 42.35145812),,,,,,
-7911354.24904384,5212283.80549365,D32002,Washington St at Waltham St,42.34157472,-71.0689044,Boston,Yes,15,304,POINT (-71.0689044 42.34157472),,,,,,
-7908770.31883467,5213791.68692688,C32034,Watermark Seaport - Boston Wharf Rd at Seaport Blvd,42.351586,-71.04569256,Boston,Yes,15,305,POINT (-71.04569256 42.351586),,,,,,
-7924557.84939405,5216203.14434106,W32005,Watertown City Hall,42.36759308,-71.18751436,Watertown,Yes,11,306,POINT (-71.18751436 42.36759308),,,,,,
-7924359.57602261,5215851.6771434,W32002,Watertown Sq,42.36526032,-71.18573324,Watertown,Yes,15,307,POINT (-71.18573324 42.36526032),,,,,,
-7927486.41806755,5214170.99351999,N32006,Watertown St at Albemarle Rd,42.35410408,-71.21382214,Newton,Yes,11,308,POINT (-71.21382214 42.35410408),,,,,,
-7912114.27396167,5221444.11469673,V32014,Wellington MBTA,42.4023682,-71.07573182,Everett,Yes,19,309,POINT (-71.07573182 42.4023682),,,,,,
-7914400.68279419,5211683.099876,B32021,Wentworth Institute of Technology - Huntington Ave at Vancouver St,42.33758601,-71.09627098,Boston,Yes,12,310,POINT (-71.09627098 42.33758601),,,,,,
-7910860.24542635,5215949.24099302,D32022,West End Park,42.36590788,-71.06446669,Boston,Yes,35,311,POINT (-71.06446669 42.36590788),,,,,,
-7928872.66076209,5213492.61530888,N32005,West Newton,42.3496005,-71.22627497,Newton,Yes,15,312,POINT (-71.22627497 42.3496005),,,,,,
-7913946.23655776,5210971.83879098,B32059,Whittier St Health Center,42.33286288,-71.09218862,Boston,Yes,19,313,POINT (-71.09218862 42.33286288),,,,,,
-7915669.50457664,5207008.67620129,D32040,Williams St at Washington St,42.306539,-71.107669,Boston,Yes,23,314,POINT (-71.107669 42.306539),,,,,,
-7916387.77800626,5218928.03350598,S32005,Wilson Square,42.38567579,-71.11412136,Somerville,Yes,15,315,POINT (-71.11412136 42.38567579),,,,,,
-7917991.13044327,5215100.40771731,A32040,Honan Library,42.3602737,-71.12852452,Boston,Yes,15,316,POINT (-71.12852452 42.3602737),,,,,,
-7911815.25979065,5218079.49663555,D32060,Hood Park,42.38004535,-71.07304573,Boston,Yes,23,317,POINT (-71.07304573 42.38004535),,,,,,
-7914427.8536555,5222175.02529336,F32006,Hormel Stadium,42.40721644,-71.09651506,Medford,Yes,11,318,POINT (-71.09651506 42.40721644),,,,,,
-7914689.99992437,5211532.43509938,B32033,Huntington Ave at Mass Art,42.33658555,-71.09886996,Boston,Yes,15,319,POINT (-71.09886996 42.33658555),,,,,,
-7918630.69320053,5218321.40999118,M32044,Huron Ave At Vassal Lane,42.38165061,-71.13426981,Cambridge,Yes,19,320,POINT (-71.13426981 42.38165061),,,,,,bicycle_rental
-7916598.24308833,5205432.54415661,C32089,Hyde Park Ave at Walk Hill St,42.29606705,-71.116012,Boston,Yes,15,321,POINT (-71.116012 42.29606705),,,,,,
-7917321.48582002,5199530.45253567,E32013,Hyde Park Library,42.2568376,-71.122509,Boston,Yes,15,322,POINT (-71.122509 42.2568376),,,,,,
-7915911.35841554,5209300.84675118,E32003,Hyde Square - Barbara St at Centre St,42.32176526,-71.10984161,Boston,Yes,15,323,POINT (-71.10984161 42.32176526),,,,,,
-7906874.70820652,5212773.6318696,C32020,ID Building East,42.344827,-71.028664,Boston,Yes,17,324,POINT (-71.028664 42.344827),,,,,,
-7907203.10070436,5212768.96283537,C32021,ID Building West,42.344796,-71.031614,Boston,Yes,19,325,POINT (-71.031614 42.344796),,,,,,
-7910717.79098718,5212935.39273535,C32025,Ink Block - Harrison Ave at Herald St,42.345901,-71.063187,Boston,Yes,25,326,POINT (-71.063187 42.345901),,,,,,
-7914845.27168972,5217208.76915628,M32062,Inman Square at Springfield St.,42.37426714,-71.10026479,Cambridge,Yes,25,327,POINT (-71.10026479 42.37426714),,,retail,relation,19130918.0,parking
-7917554.00885919,5215618.51994813,A32011,Innovation Lab - 125 Western Ave at Batten Way,42.36371276,-71.12459779,Boston,Yes,19,328,POINT (-71.12459779 42.36371276),,,,,,university
-7914831.53709094,5209476.38642079,E32006,Jackson Square T Stop,42.32293117,-71.10014141,Boston,Yes,18,329,POINT (-71.10014141 42.32293117),,,,,,
-7916564.50326387,5206934.41325216,D32052,Jamaica St at South St,42.30604563,-71.11570891,Boston,Yes,19,330,POINT (-71.11570891 42.30604563),,,,,,
